Tweet Content,Sentiment,Label,Preprocessed_Tweet
Friend ko yung mga teacher ko sa college tas mostly mga marcos apologist at bbm tapos ako eto binabaha sila ng sharedpost tungkol kay leni at ang zero achievement ni bongbong HAHHAHAB,Negative,Hate,"['friend', 'yung', 'teacher', 'college', 'tas', 'mostly', 'apologist', 'bbm', 'tapos', 'eto', 'binabaha', 'sharedpost', 'kay', 'zero', 'achievement', 'hahhahab']"
Na ngaw ngaw nanaman mga pesteng akbayan partylist. Gusto ipapa-disqualify ni Bongbong Marcos. Ang sarap bato hin mabulok ang itlog mga pesteng akbayan partylist. Kakasabi ko lang dismiss ang kaso ni Bongbong Marcos.,Negative,Hate,"['ngaw', 'ngaw', 'nanaman', 'pesteng', 'akbayan', 'partylist', 'ipapa-disqualify', 'sarap', 'bato', 'hin', 'mabulok', 'itlog', 'pesteng', 'akbayan', 'partylist', 'kakasabi', 'lang', 'dismiss', 'kaso']"
"Sasabihan niyo ng walang nagawa si Leni Robredo, eh ang job description lang naman talaga ng VP ay huminga. Dun kayo magalit sa natutulog tuwing may sakuna, at nagma-mumble rap tuwing SONA.",Negative,Hate,"['sasabihan', 'niyo', 'nagawa', 'si', 'eh', 'job', 'description', 'lang', 'naman', 'talaga', 'vp', 'huminga', 'dun', 'kayo', 'magalit', 'natutulog', 'tuwing', 'sakuna', 'nagma-mumble', 'rap', 'tuwing', 'sona']"
"Bongbong Marcos has spoken, kween tingz #BBM #bbmfor2022 #BBMIkawAngPresidenteKo #BBMforpresident #BBM2022ToMakePhilippinesGreatAgain #BBMAnakNgDiktadorAtMagnanakaw #BBMLoseStreak #LetLeniLead2022 #LetMannyLeadThePrayer #LabanLeni2022 #LeniforPresident2022 #LeniRobredo2022 #barbz https://t.co/z4sKGMDS4o",Negative,Hate,"['spoken', 'kween', 'tingz']"
"obvious namang binigay na yung questions kay bongbong marcos (liar, tax evader, son of dictator) before the debate so dapat mag perform siya nang maayos dyan no",Negative,Hate,"['obvious', 'namang', 'binigay', 'yung', 'questions', 'kay', 'liar', 'tax', 'evader', 'dictator', 'debate', 'perform', 'nang', 'maayos', 'dyan']"
bongbong marcos bobo talaga eh  #BGCPinkWalk #KulayRosasAngBukas #Ipana10NatinParaSaLahat #LenSlide #LeniKikoAllTheWay2022 https://t.co/qDNrMF4Tv8,Negative,Hate,"['bobo', 'talaga', 'eh']"
Parang diploma at achievement ni Bongbong Marcos!!! PEKE!!! bwahahahhaahhwhwhwhwhwhw https://t.co/qCxJUDaPYS,Negative,Hate,"['parang', 'diploma', 'achievement', 'peke', 'bwahahahhaahhwhwhwhwhwhw']"
"@Fitzrift Now, imagine Leni Robredo na lutang on that debate with that low level IQ that she has. 😂 https://t.co/SBbgdeY0t1",Negative,Hate,"['imagine', 'lutang', 'debate', 'low', 'level', 'iq']"
"In the Philippines, presidential frontrunner Bongbong Marcos is using TikTok and troll farms to rewrite his dictator father's violent past for young Filipinos (David Pierson/Los Angeles Times)
https://t.co/Zn9q0Wr7LC
#nft #tezos",Negative,Hate,"['philippines', 'presidential', 'frontrunner', 'using', 'tiktok', 'troll', 'farms', 'rewrite', 'dictator', ""father's"", 'violent', 'past', 'young', 'filipinos', 'david', 'pierson/los', 'angeles', 'times']"
sarap trashtalk-in ni BongBong Marcos,Negative,Hate,"['sarap', 'trashtalk-in']"
ako sure ako na demonyo si bongbong marcos. https://t.co/FL0O1EKza9,Negative,Hate,"['sure', 'demonyo', 'si']"
"Si Sir Norberto Gonzales palingon lingon pa sa kaliwat kanan, may hinahanap po kayo? 

Whahahahahahahaa

#PiliPinasDebates2022",Negative,Hate,"['si', 'sir', 'palingon', 'lingon', 'kaliwat', 'kanan', 'hinahanap', 'po', 'kayo', 'whahahahahahahaa']"
"bakit wala pa rin sumasagot nung tanong na proud ba kayo kung sabihin sa inyo na ""nakikita ko sayo si bongbong marcos"" HAHAHAHAH",Negative,Hate,"['wala', 'rin', 'sumasagot', 'nung', 'tanong', 'proud', 'ba', 'kayo', 'inyo', 'nakikita', 'sayo', 'si', 'hahahahah']"
Buti na lang sinabi ni Pres. candidate Norberto Gonzales na si ex Pres PNoy ang nag ayos ng mga water system sa bansa kundi i credit grab na naman nung anak ni Villar. Halos lahat ata ng proyekto noong panahon ni Pres. PNoy ay inako nyang nagawa nya. 🙄,Negative,Hate,"['buti', 'lang', 'sinabi', 'pres', 'candidate', 'si', 'ex', 'pres', 'pnoy', 'nag', 'ayos', 'water', 'system', 'bansa', 'kundi', 'credit', 'grab', 'naman', 'nung', 'anak', 'villar', 'halos', 'ata', 'proyekto', 'noong', 'pres', 'pnoy', 'inako', 'nyang', 'nagawa', 'nya']"
"@benign0 MADAM PRESIDENT LENI ROBREDO! ANG GALING. MATALINO. LUTANG. LUTANG ANG TALINO AT HUSAY. WALANG GANUN SI BLEMBONG KAYA PAG INGGIT, PIKIT. LOL PIKIT NA PANG 6 FEET UNDER 😁😂",Negative,Hate,"['madam', 'president', 'galing', 'matalino', 'lutang', 'lutang', 'talino', 'husay', 'ganun', 'si', 'blembong', 'pag', 'inggit', 'pikit', 'lol', 'pikit', 'pang', 'feet']"
"namatay sa gutom noong panahon ng pamamalakad ni fem, at lahat ng pangaabuso sa human rights na kailan man ay hindi makatao... si bongbong marcos ay nag-benefit sa mga ninakaw nila sa kaban ng bayan",Negative,Hate,"['namatay', 'gutom', 'noong', 'pamamalakad', 'fem', 'pangaabuso', 'human', 'rights', 'kailan', 'makatao', 'si', 'nag-benefit', 'ninakaw', 'kaban', 'bayan']"
"#JusticeForFredAlba amateurs, it's an obvious ploy by bibi-im supporters to stop Leni Robredo. Don't fall for it, it's a trap.",Negative,Hate,"['amateurs', 'obvious', 'ploy', 'bibi-im', 'supporters', 'stop', 'fall', 'trap']"
"If ""Consistency make Credibility"" then Leni Robredo is a very credible example of a consistent liar.",Negative,Hate,"['consistency', 'make', 'credibility', 'credible', 'example', 'consistent', 'liar']"
"Ito ang network na biased. Biased in favor of Duterte and Marcos. The ball has been in Bongbong's court from the beginning, yet look at him struggle.

Imagine kung maging pangulo 'yang tangang 'yan.",Negative,Hate,"['network', 'biased', 'biased', 'favor', 'duterte', 'ball', ""bongbong's"", 'court', 'beginning', 'yet', 'look', 'struggle', 'imagine', 'pangulo', 'yang', 'tangang', 'yan']"
"Timeline to when BBM repeatedly loses to VP Leni Robredo.

@lenirobredo
@inquirerdotnet

SIGURADO NA KAY LENIKIKO
#LeniKiko2022
#LeniKikoAllTheWay
#10RobredoForPresident
#7PangilinanForVicePresident

https://t.co/6vgzTIO55q",Negative,Hate,"['timeline', 'bbm', 'repeatedly', 'loses', 'vp', 'sigurado', 'kay', 'lenikiko']"
"You have to give it to Faisal Mangondato for showing up again in another round of debates. As for the supposedly frontrunner Marcos Jr., well he chickened out as predicted. #Halalan2022",Negative,Hate,"['give', 'showing', 'another', 'round', 'debates', 'supposedly', 'frontrunner', 'well', 'chickened', 'predicted']"
"kabaligtaran dito. ang saya saya ng liberal party members sen kiko pangilinan, vp leni robredo, cong teddy baguilat sa holocaust memorial pictorial nila. mga insensitive. walang respeto sa mga naging biktima. https://t.co/RSSXb8Tcpc https://t.co/fkbWbt7Hen",Negative,Hate,"['kabaligtaran', 'saya', 'saya', 'liberal', 'party', 'members', 'sen', 'kiko', 'pangilinan', 'vp', 'cong', 'teddy', 'baguilat', 'holocaust', 'memorial', 'pictorial', 'insensitive', 'respeto', 'biktima']"
"@lvjnalln @richiefsc Walang pera at lalung hindi tanga ang buboto kay bbm.sadyang hindi lang namin makitaan ng sapat na galing ang manok nyo para pamunuan ang bansa.saka pag nagsasalita walang sinseridad, parang palaging nagbabasa ng script.HINDI KARAPAT-DAPAT MAMUNO ANG TULAD NI LENI ROBREDO.",Negative,Hate,"['pera', 'lalung', 'tanga', 'buboto', 'kay', 'bbm.sadyang', 'lang', 'makitaan', 'sapat', 'galing', 'manok', 'nyo', 'pamunuan', 'bansa.saka', 'pag', 'nagsasalita', 'sinseridad', 'parang', 'palaging', 'nagbabasa', 'script.hindi', 'karapat-dapat', 'mamuno']"
"Is this what we call an influencer?
Pati pag sisimba namin titirahin niyo pa?

Jusko. 
@pipaykipayy
Leni Robredo Kiko Pangilinan, do you condemn this kind of attitude of your artists or influencer na sumusuporta sainyo, if oo nakakadismaya talaga pag ganito. Nakakabastos. https://t.co/OJkiNstaLg",Negative,Hate,"['call', 'influencer', 'pati', 'pag', 'sisimba', 'titirahin', 'niyo', 'jusko', 'kiko', 'pangilinan', 'condemn', 'kind', 'attitude', 'artists', 'influencer', 'sumusuporta', 'sainyo', 'oo', 'nakakadismaya', 'talaga', 'pag', 'ganito', 'nakakabastos']"
"SMNI DEBATES MATTER
#GoBBMforSMNI 
#SMNIpresidentialdebate 
#LENIDUWAG 

Go Ka Leody
Norberto Gonzales
Abella

Nice Debate! Hindi biased! 
Shunga nyo Leni, Isko, Lacson at Manny! Mga Duwag! https://t.co/bftzYOaKH3",Negative,Hate,"['smni', 'debates', 'matter', 'nice', 'debate', 'biased', 'shunga', 'nyo', 'duwag']"
"Rep @janette_garin Di nga umaattend ng debate at di humaharap sa foreign correspondent manok mo eh. Si VP Leni Robredo dinedescribe mo. 
Btw, anong disprove? That he is not a convict nor a tax evader nor the administrator of his father's unexplained wealth? 🙄🙄 https://t.co/Ge7WWAB0jZ",Negative,Hate,"['rep', 'di', 'nga', 'umaattend', 'debate', 'di', 'humaharap', 'foreign', 'correspondent', 'manok', 'eh', 'si', 'vp', 'dinedescribe', 'btw', 'anong', 'disprove', 'convict', 'tax', 'evader', 'administrator', ""father's"", 'unexplained', 'wealth']"
"@RexRemitio Bongbong Marcos: Basta’t bantayan niyo ‘yung boto (niyo) sa Lunes, walang tulugan. Hihingi tayo sa lahat ng kaibigan natin ng maraming maraming kape para walang matutulog, dahil alam naman natin kapag tayo’y natulog, maraming nangyayari na ‘di kanais-nais. | @RexRemitio https://t.co/M2KLYL8A9E",Negative,Hate,"[""basta't"", 'bantayan', 'niyo', 'yung', 'boto', 'niyo', 'lunes', 'tulugan', 'hihingi', 'kaibigan', 'natin', 'maraming', 'maraming', 'kape', 'matutulog', 'alam', 'naman', 'natin', ""tayo'y"", 'natulog', 'maraming', 'nangyayari', 'di', 'kanais-nais']"
"Jose Montemayor Jr., natagpuang tanga.",Negative,Hate,"['natagpuang', 'tanga']"
@riridooly @pldt Aaaw! Pero dapat i-hype yung greetings ni VP Leni Robredo sa #BinJin. It's from the Vice President of the Philippines lang naman!,Negative,Hate,"['aaaw', 'i-hype', 'yung', 'greetings', 'vp', 'vice', 'president', 'philippines', 'lang', 'naman']"
"When national leaders are misogynists, female opposition candidates are more likely to be belittled, sexualized, and disrespected. #PHVote #WeDecide 

Read this #FactsFirstPH study by Gaby Baizas: https://t.co/RAyNolfysU",Negative,Hate,"['national', 'leaders', 'misogynists', 'female', 'opposition', 'candidates', 'likely', 'belittled', 'sexualized', 'disrespected', 'read', 'study', 'gaby', 'baizas']"
"Number 2. Hindi. Dahil kung nag-iisip kayo hindi naman problema kung ayaw nyo kay Mr. Bongbong Marcos eh,  napakadali ng solusyon nyan. 

KUNG AYAW NYONG MANALO SI BBM, eh di TALUNIN NYO.
#BBMSaraUNITEAM #BringBackMarcos",Negative,Hate,"['number', 'nag-iisip', 'kayo', 'naman', 'problema', 'ayaw', 'nyo', 'kay', 'mr', 'eh', 'napakadali', 'solusyon', 'nyan', 'ayaw', 'nyong', 'manalo', 'si', 'bbm', 'eh', 'di', 'talunin', 'nyo']"
"If hindi nyo bet iboto si VP Leni, please consider Sen. Ping Lacson. It’s the battle between the best candidate and si Robredo and Lacson yun, hindi Robredo and the son of a dictator. https://t.co/DBm3GiYyCM",Negative,Hate,"['nyo', 'bet', 'iboto', 'si', 'vp', 'please', 'consider', 'sen', 'battle', 'best', 'candidate', 'si', 'yun', 'dictator']"
"Eto pa lang na sabi niya HINDI SIYA TATAKBO AS PRESIDENT.... PERO TUMAKBO SIYA dahil tatakbo si BONGBONG MARCOS.... 
Sino ang sinungaling.... SUPER LIER ka ROBREDO, pag-aralan mo ang mga SINASABI MO, bumabalik lahat sa iyo.... the nerved... my gulay https://t.co/cxqlHKHCru",Negative,Hate,"['eto', 'lang', 'tatakbo', 'president', 'tumakbo', 'tatakbo', 'si', 'sinungaling', 'super', 'lier', 'pag-aralan', 'sinasabi', 'bumabalik', 'nerved', 'gulay']"
"No to Leni Lugaw
Bongbong Marcos is my president
I still love you Kim Kardashian
And, fuck you Pete Davidson",Negative,Hate,"['lugaw', 'president', 'still', 'love', 'kim', 'kardashian', 'fuck', 'pete', 'davidson']"
"Bruce V. Rivera, ang sama sama mo! Animal ka, ang kapwa mo hudas, si Salceda ang author/originator ng Robredo - Sara.
Sa mismo rally nina Leni, ang walanghiyang Salceda ay sumingit. Hindi man lang iginalang si Kiko na andoon. Salceda ay tumanda na walang galang sa kapwa. Satanas! https://t.co/uSueBc7ptT",Negative,Hate,"['bruce', 'rivera', 'sama', 'sama', 'animal', 'hudas', 'si', 'salceda', 'author/originator', 'sara', 'rally', 'nina', 'walanghiyang', 'salceda', 'sumingit', 'lang', 'iginalang', 'si', 'kiko', 'andoon', 'salceda', 'tumanda', 'galang', 'satanas']"
"@NAMercadoINQ Boy Ngiwi didn’t even finish his undergraduate studies at Oxford. In sum, nasipa sya, tapos yun tatay dahil pangulo humingi ng some sort of fake “diploma”. Wala syang diegree so he lies about ut

Oxford &amp; Wharton DO NOT HAVE LBM ON THEIR LIST OF GRADS

https://t.co/boWI573HqX",Negative,Hate,"['boy', 'ngiwi', 'even', 'finish', 'undergraduate', 'studies', 'oxford', 'sum', 'nasipa', 'sya', 'tapos', 'yun', 'tatay', 'pangulo', 'humingi', 'sort', 'fake', 'diploma', 'wala', 'syang', 'diegree', 'lies', 'ut', 'oxford', 'amp', 'wharton', 'lbm', 'list', 'grads']"
Whyyy??? Ping Lacson? Who dat HHAHAHAHAH jk jusko tas Packy?? Srsly?? Tas mayara mn BBM?? LUUH okay ka?,Negative,Hate,"['whyyy', 'hhahahahah', 'jk', 'jusko', 'tas', 'packy', 'srsly', 'tas', 'mayara', 'mn', 'bbm', 'luuh', 'okay']"
"I really don't know why there are still some people who wants to vote Bongbong Marcos‽‽‽ I mean, hindi pa ba sapat na isinasampal sainyo harap harapan kung anong klaseng tao siya at kung anong klase ng  pamamahala ang maibibigay niya??? WHAT A SHAME!!!!🐊",Negative,Hate,"['really', 'know', 'still', 'people', 'wants', 'vote', 'mean', 'ba', 'sapat', 'isinasampal', 'sainyo', 'harap', 'harapan', 'anong', 'klaseng', 'tao', 'anong', 'klase', 'pamamahala', 'maibibigay']"
"Marcos sinungaling

https://t.co/I3zbOgctFG",Negative,Hate,['sinungaling']
"huwag niyong i-insist na si Ping Lacson ang best alternative kay VP Leni nang dahil lang sa military man siya jusq kahit anong ayos niyan sa militar at pulisya, bulok pa rin yan at alalahanin niyong author ng ATL yan na dahilan kung bakit may mga kasama kaming wala na ngayon 🙂",Negative,Hate,"['niyong', 'i-insist', 'si', 'best', 'alternative', 'kay', 'vp', 'nang', 'lang', 'military', 'jusq', 'anong', 'ayos', 'niyan', 'militar', 'pulisya', 'bulok', 'rin', 'yan', 'alalahanin', 'niyong', 'author', 'atl', 'yan', 'dahilan', 'kasama', 'kaming', 'wala']"
"@cnnphilippines mas makupad pa nga ang PPP kaysa sa loaned projects sa BBB. At pagkatapos tipid mode mga projects.  Exhibit A and B: MRT7 and LRT1 extensions, proposed designs sa stations tinipid kumpara naman sa loaned project thru BBB such as PNR north rail. Engot rin si Ping Lacson",Negative,Hate,"['mas', 'makupad', 'nga', 'ppp', 'loaned', 'projects', 'bbb', 'tipid', 'mode', 'projects', 'exhibit', 'mrt', 'lrt', 'extensions', 'proposed', 'designs', 'stations', 'tinipid', 'kumpara', 'naman', 'loaned', 'project', 'thru', 'bbb', 'pnr', 'north', 'rail', 'engot', 'rin', 'si']"
"@barrrrre Of course, Sir. I said that from the lens of watching trolls and paid hacks grasp at straws as to how to strike back. First Leni Robredo, then Maria Ressa. https://t.co/HysZiuJXB4",Negative,Hate,"['course', 'sir', 'said', 'lens', 'watching', 'trolls', 'paid', 'hacks', 'grasp', 'straws', 'strike', 'back', 'first', 'maria', 'ressa']"
@eraaamilano @Floof98088962 @Shortee3MEW What if si VP Leni Robredo ang i-endorso? At yung ibang bbm supporters na INC binoto si Leni? Ano reaksyon mo? Nakaka confuse kau di pala kayo nakikiisa sa religion mo,Negative,Hate,"['si', 'vp', 'i-endorso', 'yung', 'ibang', 'bbm', 'supporters', 'inc', 'binoto', 'si', 'reaksyon', 'nakaka', 'confuse', 'kau', 'di', 'pala', 'kayo', 'nakikiisa', 'religion']"
Pati yung si Gloc-9 nakipag-sumosuportahan ni Robredo-Pangilinan sa grand rally. Umi-epal si leni lutang.,Negative,Hate,"['pati', 'yung', 'si', 'gloc', 'nakipag-sumosuportahan', 'robredo-pangilinan', 'grand', 'rally', 'umi-epal', 'si', 'lutang']"
@ANCALERTS @_katrinadomingo Lumabas din tunay na ugali ni Isko. God's will talaga na hindi sya ang napiling VP ni Leni Robredo.,Negative,Hate,"['lumabas', 'tunay', 'ugali', ""god's"", 'talaga', 'sya', 'napiling', 'vp']"
"@sisagonuts The news anchors of CNN were told not to address “Marcos, the son of the dictator”.  But they persisted . If you noticed , everytime they mention Bongbong Marcos in the news it is always with , son of the dictator.",Negative,Hate,"['news', 'anchors', 'cnn', 'told', 'address', 'dictator', 'persisted', 'noticed', 'everytime', 'mention', 'news', 'always', 'dictator']"
"Leni Robredo is a PA-victim of ""fake news"" and ""disinformation"". Those two are the favourite bogeymen used by the Opposition to explain their FAILED campaigns.
#PiliPinasDebates2022 https://t.co/hoLJbU94DG",Negative,Hate,"['pa-victim', 'fake', 'news', 'disinformation', 'two', 'favourite', 'bogeymen', 'used', 'opposition', 'explain', 'failed', 'campaigns']"
Takot na takot ang Leni Robredo sa SMNI ano ka ngayon?! kala mo lahat ng news agency katulad nga mga bayaran na media! 😏😏😏 https://t.co/xwoVvD9xdd,Negative,Hate,"['takot', 'takot', 'smni', 'kala', 'news', 'agency', 'nga', 'bayaran', 'media']"
NO TO LENI ROBREDO PLEASE!!!!!,Negative,Hate,['please']
"""Hindi ako naniniwala sa deadlines""
- Ping Lacson

TAMA NANO MO TUO MOG DEADLINES NA GAWA GAWA RAMAN NA NG MGA ILLUMINATI",Negative,Hate,"['naniniwala', 'deadlines', 'tama', 'nano', 'tuo', 'mog', 'deadlines', 'gawa', 'gawa', 'raman', 'illuminati']"
"@jojoLopezC @c_kriii @SturdyTruth @ravenandnicole @iMthinkingPinoy https://t.co/CA339trmQ4

Here's a proof na WALANG DEGREE ang kandidato mo. Bongbong Marcos did not finish his Degree. He has been awarded a Special Diploma in Social Studies in 1978. A Special Diploma is not a degree, and neither is it comparable, superior nor equivalent to one.",Negative,Hate,"[""here's"", 'proof', 'degree', 'kandidato', 'finish', 'degree', 'awarded', 'special', 'diploma', 'social', 'studies', 'special', 'diploma', 'degree', 'neither', 'comparable', 'superior', 'equivalent', 'one']"
"Re-sharing this as a shot at hope that it is this narrative that will win out and defeat the lies.

Lone Woman Candidate Mounts Challenge to Dictator’s Son for Philippine Presidency https://t.co/LQZsSUPWGj via @viceworldnews @lenirobredo",Negative,Hate,"['re-sharing', 'shot', 'hope', 'narrative', 'win', 'defeat', 'lies', 'lone', 'woman', 'candidate', 'mounts', 'challenge', ""dictator's"", 'philippine', 'presidency', 'via']"
"Everyone's talking about cancel culture, the phrase associated w/ dilawan supporters now wearing pink. There was Toni Gonzaga, Kris Lawrence, and dozens more. But it actually originated with Liberal Party President Leni Robredo , at least to me she did it 7 years ago, up to now😂 https://t.co/Tr6zUjg8T5",Negative,Hate,"[""everyone's"", 'talking', 'cancel', 'culture', 'phrase', 'associated', 'dilawan', 'supporters', 'wearing', 'pink', 'toni', 'gonzaga', 'kris', 'lawrence', 'dozens', 'actually', 'originated', 'liberal', 'party', 'president', 'least', 'years']"
"Wow, can't believe Isko Moreno actually said the word ""yellowtards"" while describing VP Leni's supporters.

Imagine settling for another Duterte-in-the-making?

This is exactly why we have to make sure that Leni Robredo wins.",Negative,Hate,"['wow', ""can't"", 'believe', 'actually', 'said', 'word', 'yellowtards', 'describing', 'vp', ""leni's"", 'supporters', 'imagine', 'settling', 'another', 'duterte-in-the-making', 'exactly', 'make', 'sure', 'wins']"
"Leni Robredo @lenirobredo…aba, disiplinahin mo mga bata nyo…KAYA KAYO NATATALO eh https://t.co/FMfrZyemIW",Negative,Hate,"['disiplinahin', 'bata', 'nyo...kaya', 'kayo', 'natatalo', 'eh']"
"pinagsasabi mo ping lacson tanginamo kaya nga pinaiimbistigahan tayo ng icc dahil sa ejk gunggong ka terorista.

#PiliPinasDebates2022",Negative,Hate,"['pinagsasabi', 'tanginamo', 'nga', 'pinaiimbistigahan', 'icc', 'ejk', 'gunggong', 'terorista']"
@DU30KYS MAMA MO TROLL DDS LANG MALAKAS PATI MARCOS NANAKAWIN YANG ACCOUNT MO HUMANDA KA IPAPABUGBOG KITA KAY MANNY PACMAN PACQUIAO SINASABI KO TALAGA SAYO YAKS DILAWAN KADIRI DI KA MARUNONG MAG-ISIP JAM MAGNO PA RIN MALAKAS KAMI MGA PINKTARDS KADIRI KAYO IPA-GRIND KO SAYO SI ISKO,Negative,Hate,"['mama', 'troll', 'dds', 'lang', 'malakas', 'pati', 'nanakawin', 'yang', 'account', 'humanda', 'ipapabugbog', 'kita', 'kay', 'sinasabi', 'talaga', 'sayo', 'yaks', 'dilawan', 'kadiri', 'di', 'marunong', 'mag-isip', 'jam', 'magno', 'rin', 'malakas', 'pinktards', 'kadiri', 'kayo', 'ipa-grind', 'sayo', 'si']"
"@CharlesKim624 Oh ayan, another source. Iyakin ka sa name na Banal eh 🤪

https://t.co/9RjAWQ1WaQ",Negative,Hate,"['oh', 'ayan', 'another', 'source', 'iyakin', 'name', 'banal', 'eh']"
"@leeleewithluv @jervy82 @AeronYsrael So, that's it? Nag air lang siya ng personal opinion niya about sa student (which has fair points tbh) and that's enough for him to end his life? 

So, if Bongbong Marcos has decided to end his life because of his numerous critics and criticism, we should all be blamed for it?",Negative,Hate,"[""that's"", 'nag', 'air', 'lang', 'personal', 'opinion', 'student', 'fair', 'points', 'tbh', ""that's"", 'enough', 'end', 'life', 'decided', 'end', 'life', 'numerous', 'critics', 'criticism', 'blamed']"
diko alam kung bakit hate na hate nyo si Leni Robredo gagi nakakahiya talaga maging pilipino .,Negative,Hate,"['diko', 'alam', 'hate', 'hate', 'nyo', 'si', 'gagi', 'nakakahiya', 'talaga', 'pilipino']"
"They call Leni Lutang because they cannot call Leni Korap.

okay ng lutang wag lang lulong sa drug! tax evader sinungaling magnanakaw na si marcos! 

#NagaIsPink #BicolIsPink 
President leni robredo https://t.co/JnBzrnDMWX",Negative,Hate,"['call', 'lutang', 'cannot', 'call', 'korap', 'okay', 'lutang', 'wag', 'lang', 'lulong', 'drug', 'tax', 'evader', 'sinungaling', 'magnanakaw', 'si', 'president']"
@ANCALERTS kawawa nmn kayo ANC at Leni Robredo! d kyo mkamove-on dhl wala c BBM! Tanga ka tlga!,Negative,Hate,"['kawawa', 'nmn', 'kayo', 'anc', 'kyo', 'mkamove-on', 'dhl', 'wala', 'bbm', 'tanga', 'tlga']"
435k likes for Jihyo and none for bongbong marcos https://t.co/WyPAVT4usL,Negative,Hate,"['likes', 'jihyo', 'none']"
"The person in the photo is a member of labor leader Leody de Guzman’s campaign team. He was wearing a “Never Again” shirt, a resounding call of Filipinos against the horrors of the dictatorship by Marcos’ father which is still hounded by corruption and human rights violations.",Negative,Hate,"['person', 'photo', 'member', 'labor', 'leader', ""guzman's"", 'campaign', 'team', 'wearing', 'never', 'shirt', 'resounding', 'call', 'filipinos', 'horrors', 'dictatorship', 'father', 'still', 'hounded', 'corruption', 'human', 'rights', 'violations']"
"Ernesto Abella
-fist spokesman of Duterte
Bongbong Marcos
-sinungaling at magnanakaw
Norberto Gonzales
-Arroyo Presidential Adviser
Leody De Gusman
-malinis walang bahid na corruption at di nasangkot sa mga nakulong 
tingnan niyo ang deprensya sa 4 hahah #ManggagawaVSMagnanakaw https://t.co/nu3PxNmFOq",Negative,Hate,"['ernesto', 'fist', 'spokesman', 'duterte', 'sinungaling', 'magnanakaw', 'arroyo', 'presidential', 'adviser', 'gusman', 'malinis', 'bahid', 'corruption', 'di', 'nasangkot', 'nakulong', 'tingnan', 'niyo', 'deprensya', 'hahah']"
Faisal Mangondato 😭😭😭😭 Nuisance Candidate ka lang ata,Negative,Hate,"['nuisance', 'candidate', 'lang', 'ata']"
Pag si Sara tumakbo goodbye kana Leni Robredo 🤣🤣🤣 #RunSaraRun2022,Negative,Hate,"['pag', 'si', 'sara', 'tumakbo', 'goodbye', 'kana']"
Let's be clear on some glaring facts about Bongbong. Anak sya ng diktador na Ferdie Marcos. Di sya nakapagtapos kahit anong kurso sa kolehiyo. Kung magsalita sya walang depth dahil di nga college grad. Walang sense kung magsalita ngunit gusto mag presidente.,Negative,Hate,"[""let's"", 'clear', 'glaring', 'facts', 'anak', 'sya', 'diktador', 'ferdie', 'di', 'sya', 'nakapagtapos', 'anong', 'kurso', 'kolehiyo', 'magsalita', 'sya', 'depth', 'di', 'nga', 'college', 'grad', 'sense', 'magsalita', 'ngunit', 'presidente']"
basic political science class Bongbong Marcos tinuturo yan mahiya ka naman! https://t.co/IUdpKDk907,Negative,Hate,"['basic', 'political', 'science', 'class', 'tinuturo', 'yan', 'mahiya', 'naman']"
I’m so frustrated with my friends help hahahha wala daw ambag si leni robredo as a vice eh palagi ko naman shinashare sa fb mga ambag niya ayaw lang basahin ampota,Negative,Hate,"[""i'm"", 'frustrated', 'friends', 'help', 'hahahha', 'wala', 'daw', 'ambag', 'si', 'vice', 'eh', 'palagi', 'naman', 'shinashare', 'fb', 'ambag', 'ayaw', 'lang', 'basahin', 'ampota']"
@ForLeniRobredo @ig_rvstrk @taIkingtummy Imelda Marcos...BongBong Marcos or Imee Marcos Never Acknowledged these Murders. They NEVER said Sorry. No Compensation at all. No Visits to the Families. Ang PCGG at Supreme Court na lang ang nag Arrange ng compensation para sa Martial Law victims,Negative,Hate,"['imelda', 'marcos...bongbong', 'imee', 'never', 'acknowledged', 'murders', 'never', 'said', 'sorry', 'compensation', 'visits', 'families', 'pcgg', 'supreme', 'court', 'lang', 'nag', 'arrange', 'compensation', 'martial', 'law', 'victims']"
"ipaPALAMAN daw ung SALN hahaha
Bongbong Marcos nyo LUTANG hahaha

#MarcosLUTANG
#SMNIpresidentialdebate

https://t.co/ZcQagN35cK",Negative,Hate,"['ipapalaman', 'daw', 'ung', 'saln', 'hahaha', 'nyo', 'lutang', 'hahaha']"
Yung pagtingin ni Norberto Gonzales HAHAHHAHA #PiliPinasDebates2022,Negative,Hate,"['yung', 'pagtingin', 'hahahhaha']"
"Yes! Strongly agree kay Sen. Ping Lacson. Ang sayang na boto ay yung botong mapupunta sa mga magnanakaw. We are not only voting for who we want to win. Dapat strategic din! Baka yung boto mo sa iba, makatulong pa makapanalo sa kandidato mong ayaw. #PiliPinasDebates2022",Negative,Hate,"['yes', 'strongly', 'agree', 'kay', 'sen', 'sayang', 'boto', 'yung', 'botong', 'mapupunta', 'magnanakaw', 'voting', 'want', 'win', 'strategic', 'baka', 'yung', 'boto', 'makatulong', 'makapanalo', 'kandidato', 'mong', 'ayaw']"
"JOSE MONTEMAYOR JR. NATAGPUANG DI NAKIKINIG 👍
#CNNPHPresidentialDebate https://t.co/jN1VMYU2SD",Negative,Hate,"['natagpuang', 'di', 'nakikinig']"
