Token,TFIDF_Value
labas,5.946393025367902
excited,5.946393025367902
anak,5.946393025367902
guro,5.946393025367902
sec,5.946393025367902
araw,5.946393025367902
ferdinand,5.946393025367902
tanging,5.946393025367902
feeling,5.946393025367902
find,5.946393025367902
taong,5.946393025367902
track,5.946393025367902
believe,5.946393025367902
isip,5.946393025367902
final,5.946393025367902
become,5.946393025367902
team,5.946393025367902
lose,5.946393025367902
fellow,5.946393025367902
babae,5.946393025367902
life,5.946393025367902
tandem,5.946393025367902
old,5.946393025367902
there's,5.946393025367902
naniniwalang,5.946393025367902
things,5.946393025367902
japet,5.946393025367902
fight,5.946393025367902
tibay,5.946393025367902
jhs,5.946393025367902
time,5.946393025367902
filipinos,5.946393025367902
today,5.946393025367902
titas,5.946393025367902
tiwala,5.946393025367902
tricia,5.946393025367902
truly,5.946393025367902
integrity,5.946393025367902
supporter,5.946393025367902
strength,5.946393025367902
strong,5.946393025367902
choose,5.946393025367902
mabuhay,5.946393025367902
subok,5.946393025367902
subukan,5.946393025367902
body,5.946393025367902
nang,5.946393025367902
sumusuporta,5.946393025367902
tweet,5.946393025367902
suporta,5.946393025367902
suportahan,5.946393025367902
artista,5.946393025367902
supporters,5.946393025367902
trust,5.946393025367902
supports,5.946393025367902
maam,5.946393025367902
artwork,5.946393025367902
tumitindig,5.946393025367902
tumindig,5.946393025367902
syempre,5.946393025367902
taga,5.946393025367902
biggest,5.946393025367902
ipaglaban,5.946393025367902
bicolano,5.946393025367902
ate,5.946393025367902
least,5.946393025367902
oh,5.946393025367902
sama,5.946393025367902
bagong,5.946393025367902
rally,5.946393025367902
grace,5.946393025367902
pati,5.946393025367902
hard,5.946393025367902
kayo,5.946393025367902
debate,5.946393025367902
grabe,5.946393025367902
history,5.946393025367902
decision,5.946393025367902
respect,5.946393025367902
dulo,5.946393025367902
rest,5.946393025367902
endorsing,5.946393025367902
government,5.946393025367902
enough,5.946393025367902
delivered,5.946393025367902
right,5.946393025367902
mind,5.946393025367902
marian,5.946393025367902
never,5.946393025367902
kita,5.946393025367902
willing,5.946393025367902
nicole,5.946393025367902
karapatdapat,5.946393025367902
matalo,5.946393025367902
wish,5.946393025367902
myday,5.946393025367902
member,5.946393025367902
na't,5.946393025367902
gaano,5.946393025367902
members,5.946393025367902
ramdam,5.946393025367902
help,5.946393025367902
kim,5.946393025367902
elections,5.946393025367902
work,5.946393025367902
person,5.946393025367902
meron,5.946393025367902
high,5.946393025367902
promise,5.946393025367902
nadine,5.946393025367902
kina,5.946393025367902
matapat,5.946393025367902
matapang,5.946393025367902
well,5.946393025367902
medical,5.946393025367902
week,5.946393025367902
power,5.946393025367902
moral,5.946393025367902
mother's,5.946393025367902
knows,5.946393025367902
able,5.946393025367902
watch,5.946393025367902
young,5.946393025367902
doc,5.946393025367902
diokno,5.946393025367902
directioner,5.946393025367902
ibigay,5.946393025367902
diyos,5.946393025367902
politics,5.946393025367902
nakaka,5.946393025367902
safe,5.946393025367902
youth,5.946393025367902
sagot,5.946393025367902
yesterday,5.946393025367902
mukha,5.946393025367902
presidency,5.946393025367902
miss,5.946393025367902
nga,5.946393025367902
goosebumps,5.946393025367902
platform,5.946393025367902
muna,5.946393025367902
dignity,5.946393025367902
ahhhhh,5.946393025367902
salamat,5.946393025367902
pres,5.946393025367902
liwanag,5.658710952916121
add,5.658710952916121
public,5.658710952916121
people,5.658710952916121
women,5.658710952916121
new,5.658710952916121
pag-angat,5.658710952916121
ja,5.658710952916121
avance,5.658710952916121
bbmsara,5.658710952916121
babangon,5.658710952916121
nasa,5.658710952916121
talagang,5.658710952916121
miting,5.658710952916121
great,5.658710952916121
let,5.658710952916121
tapos,5.658710952916121
hangad,5.658710952916121
naniniwala,5.658710952916121
naninindigan,5.658710952916121
lider,5.658710952916121
tell,5.658710952916121
pray,5.658710952916121
world,5.658710952916121
talino,5.658710952916121
get,5.658710952916121
direksyon,5.658710952916121
sure,5.658710952916121
keep,5.658710952916121
presidential,5.658710952916121
want,5.658710952916121
botante,5.658710952916121
character,5.658710952916121
everyone,5.658710952916121
huhu,5.658710952916121
army,5.658710952916121
gaya,5.658710952916121
almighty,5.658710952916121
husay,5.658710952916121
kundi,5.658710952916121
change,5.658710952916121
volunteer,5.658710952916121
i'm,5.658710952916121
volunteers,5.658710952916121
mas,5.658710952916121
malasakit,5.658710952916121
pangarap,5.658710952916121
goes,5.658710952916121
ibang,5.658710952916121
mamamayan,5.658710952916121
wag,5.658710952916121
kakampink,5.658710952916121
sana,5.658710952916121
iboboto,5.658710952916121
salita,5.658710952916121
generation,5.658710952916121
make,5.658710952916121
speaks,5.658710952916121
sobrang,5.658710952916121
magkaroon,5.658710952916121
made,5.658710952916121
nagawa,5.658710952916121
fact,5.658710952916121
kind,5.658710952916121
nyo,5.658710952916121
lalaban,5.658710952916121
unity,5.658710952916121
ready,5.658710952916121
lakas,5.658710952916121
iboto,5.4355674016019115
sayangin,5.4355674016019115
mama,5.4355674016019115
hi,5.4355674016019115
going,5.4355674016019115
powerful,5.4355674016019115
magandang,5.4355674016019115
much,5.4355674016019115
manifesting,5.4355674016019115
pag-asa,5.4355674016019115
choice,5.4355674016019115
like,5.4355674016019115
manalo,5.4355674016019115
cutieeee,5.4355674016019115
pinaka,5.4355674016019115
filipino,5.4355674016019115
need,5.4355674016019115
plano,5.4355674016019115
queen,5.4355674016019115
kabataan,5.4355674016019115
family,5.4355674016019115
girl,5.4355674016019115
aangat,5.4355674016019115
rin,5.4355674016019115
leadership,5.4355674016019115
deserve,5.4355674016019115
frame,5.4355674016019115
carat,5.4355674016019115
giving,5.4355674016019115
yan,5.4355674016019115
lt,5.4355674016019115
see,5.4355674016019115
governance,5.4355674016019115
birthday,5.4355674016019115
lenikiko,5.4355674016019115
years,5.4355674016019115
handa,5.4355674016019115
tapang,5.4355674016019115
pamilya,5.4355674016019115
duterte,5.4355674016019115
halalan,5.4355674016019115
gobyerno,5.4355674016019115
hope,5.4355674016019115
pink,5.4355674016019115
ganda,5.253245844807957
kakayahan,5.253245844807957
amen,5.253245844807957
us,5.253245844807957
galing,5.253245844807957
maria,5.253245844807957
inc,5.253245844807957
robredo's,5.253245844807957
supporting,5.253245844807957
standing,5.253245844807957
show,5.253245844807957
pag,5.253245844807957
republic,5.253245844807957
ipakita,5.253245844807957
really,5.253245844807957
tama,5.253245844807957
sara,5.253245844807957
naman,5.253245844807957
better,5.253245844807957
gt,5.253245844807957
say,5.253245844807957
di,5.253245844807957
tayong,5.253245844807957
candidate,5.253245844807957
day,5.099095164980699
leonor,5.099095164980699
last,5.099095164980699
mabuting,5.099095164980699
one,5.099095164980699
sigurado,5.099095164980699
statement,5.099095164980699
bbm,5.099095164980699
always,5.099095164980699
lead,5.099095164980699
th,5.099095164980699
leaders,5.099095164980699
feel,5.099095164980699
amp,5.099095164980699
sama-sama,5.099095164980699
pinuno,5.099095164980699
simpleng,5.099095164980699
akong,5.099095164980699
qualified,5.099095164980699
sir,5.099095164980699
ngayong,5.099095164980699
know,5.099095164980699
alam,4.965563772356176
closing,4.965563772356176
still,4.965563772356176
jesus,4.965563772356176
election,4.965563772356176
win,4.965563772356176
yung,4.965563772356176
that's,4.965563772356176
thank,4.965563772356176
lord,4.965563772356176
happy,4.965563772356176
true,4.965563772356176
bansa,4.965563772356176
bise-presidente,4.965563772356176
susunod,4.965563772356176
country,4.847780736699793
way,4.847780736699793
pula,4.847780736699793
gerona,4.847780736699793
stand,4.847780736699793
malacanang,4.847780736699793
road,4.847780736699793
bless,4.847780736699793
panalo,4.742420221041966
mananalo,4.742420221041966
next,4.742420221041966
please,4.742420221041966
future,4.742420221041966
pagbabago,4.742420221041966
support,4.742420221041966
tao,4.742420221041966
tropang,4.742420221041966
name,4.742420221041966
yes,4.647110041237641
pangulo,4.647110041237641
love,4.647110041237641
siyempre,4.647110041237641
god,4.480055956574475
pilipino,4.480055956574475
tunay,4.480055956574475
bise,4.480055956574475
darating,4.480055956574475
leni-kiko,4.480055956574475
ipapanalo,4.405947984420753
good,4.405947984420753
boto,4.405947984420753
kulayan,4.405947984420753
talaga,4.3369551129338015
sen,4.3369551129338015
lang,4.3369551129338015
student,4.3369551129338015
proud,4.2724165917962305
philippines,4.2724165917962305
rosas,4.2724165917962305
puso,4.2724165917962305
leader,4.2724165917962305
let's,4.211791969979796
vote,4.211791969979796
cutie,4.211791969979796
buong,4.211791969979796
kinabukasan,4.049273040482021
samahan,4.000482876312589
madam,3.953962860677696
ninyo,3.9095110981068624
pilipinas,3.9095110981068624
job,3.8669514836880663
woman,3.78690877601453
po,3.749168448031683
tara,3.579269411236285
nakikiisa,3.579269411236285
ipanalo,3.4614863755799017
best,3.4614863755799017
presidente,3.4614863755799017
natin,3.001954046201462
nakiki-isa,3.001954046201462
pinapangarap,2.9178709289909204
vp,2.9178709289909204
matagal,2.9018705876444795
gobyernong,2.8861222306763397
tropa,2.8403126946450454
senatorial,2.8108988094387524
slate,2.8108988094387524
tapat,2.7965100719866527
angat,2.7823254369946966
buhay,2.7823254369946966
nating,2.7545458728876207
senator,2.66297867936213
bayan,2.66297867936213
kasama,2.650556159363573
pagsuporta,2.534145807519162
vice,2.5124058208827558
kay,2.3088068656415164
pangilinan,2.0962454236578436
kiko,2.089178256434751
si,2.0613986923276757
president,1.8192586403228106
