Tweet Content,Sentiment,Label,Preprocessed_Tweet
"Eto pa lang na sabi niya HINDI SIYA TATAKBO AS PRESIDENT.... PERO TUMAKBO SIYA dahil tatakbo si BONGBONG MARCOS.... 
Sino ang sinungaling.... SUPER LIER ka ROBREDO, pag-aralan mo ang mga SINASABI MO, bumabalik lahat sa iyo.... the nerved... my gulay https://t.co/cxqlHKHCru",Negative,Hate,"['eto', 'lang', 'tatakbo', 'president', 'tumakbo', 'tatakbo', 'si', 'sinungaling', 'super', 'lier', 'pag-aralan', 'sinasabi', 'bumabalik', 'nerved', 'gulay']"
"Anong sinasabi nilang mahina si Leni Robredo? Ni minsan hindi ko nakitang naiyak siya

Matibay ~ Matigas ~ MATAPANG

Eh yung iba sa selfie lang nanghihingi na ng saklolo sa taong mas maliit pa sa kanila, pweh 🤮",Negative,Hate,"['anong', 'sinasabi', 'mahina', 'si', 'nakitang', 'naiyak', 'matibay', 'matigas', 'matapang', 'eh', 'yung', 'selfie', 'lang', 'nanghihingi', 'saklolo', 'taong', 'mas', 'maliit', 'pweh']"
"Up until the last hour of the campaign season, presidential frontrunner Ferdinand “Bongbong” Marcos Jr. failed to secure his much hoped endorsement from incumbent President Rodrigo Duterte. https://t.co/bT9Gx3jUyY #BilangPilipino2022",Negative,Hate,"['last', 'hour', 'campaign', 'season', 'presidential', 'frontrunner', 'ferdinand', 'failed', 'secure', 'much', 'hoped', 'endorsement', 'incumbent', 'president', 'rodrigo', 'duterte']"
The Son was influenced by the Cult of Leni Robredo... https://t.co/dDF2HHQ67B,Negative,Hate,"['influenced', 'cult']"
"@Eric_Cabahug MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang idipensa ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate,"['marcosjr', 'duwag', 'ayaw', 'umattend', 'debate', 'kayang', 'idipensa', 'pamilya', 'nya', 'pamilya', 'nya', 'nga', 'nya', 'kayang', 'ipagtanggol', 'panindigan', 'sambayanang', 'pilipino', 'gising', 'pilipinas', 'win']"
mga pangit ang ugali for leni robredo shuta panget na nga ugali ko iluluklok ko pa ba yung pangit din ang ugali syempre hindi sana kayo rin or else mas pangit kayo at ang ugali niyo,Negative,Hate,"['pangit', 'ugali', 'shuta', 'panget', 'nga', 'ugali', 'iluluklok', 'ba', 'yung', 'pangit', 'ugali', 'syempre', 'sana', 'kayo', 'rin', 'else', 'mas', 'pangit', 'kayo', 'ugali', 'niyo']"
@COMELEC ung pulse asia ung 58% ni BBM kailangan bawasan totoo magnanakaw siya sabi ni robredo totoo sinungaling siya nandaya sa election kailangan out si @bongbongmarcos 4th final time quit si Marcos ang mananalo si Leni Robredo hindi siya magnanakaw.,Negative,Hate,"['ung', 'pulse', 'asia', 'ung', 'bbm', 'bawasan', 'totoo', 'magnanakaw', 'totoo', 'sinungaling', 'nandaya', 'election', 'si', 'th', 'final', 'time', 'quit', 'si', 'mananalo', 'si', 'magnanakaw']"
"@barrygutierrez3 MarcosJr. duwag. Ayaw umattend ng mga debate dahil hindi kayang ipagtanggol ang sarili at pamilya nya. Kung ang sarili at pamilya nya nga ay hindi nya kayang ipagtanggol at panindigan, ang sambayanang Pilipino pa kaya? Gising Pilipinas!!! LENI ROBREDO FOR THE WIN!!! 🙏💗💗💗🙏",Negative,Hate,"['marcosjr', 'duwag', 'ayaw', 'umattend', 'debate', 'kayang', 'ipagtanggol', 'pamilya', 'nya', 'pamilya', 'nya', 'nga', 'nya', 'kayang', 'ipagtanggol', 'panindigan', 'sambayanang', 'pilipino', 'gising', 'pilipinas', 'win']"
@Charlbumbum @iamchelseaanne uhmmmmmm okey??? sino ka dito? insert ung kamag anak ni leni robredo connected pa sakanya nahuli sa naga city as drug user HAHAHAH https://t.co/iQdIWWnaTQ,Negative,Hate,"['uhmmmmmm', 'okey', 'insert', 'ung', 'kamag', 'anak', 'connected', 'sakanya', 'nahuli', 'naga', 'city', 'drug', 'user', 'hahahah']"
"@Doc4Dead Courtesy call po kay vPRESIDENT LENI ROBREDO pwede pa. At Senate. Pink Parade po para kay ma'am Ressa.
First time in the history of PH.
A woman sa panahon ng bastos na inutil na presidente.",Negative,Hate,"['courtesy', 'call', 'po', 'kay', 'vpresident', 'pwede', 'senate', 'pink', 'parade', 'po', 'kay', ""ma'am"", 'ressa', 'first', 'time', 'history', 'ph', 'woman', 'bastos', 'inutil', 'presidente']"
"Ito ang network na biased. Biased in favor of Duterte and Marcos. The ball has been in Bongbong's court from the beginning, yet look at him struggle.

Imagine kung maging pangulo 'yang tangang 'yan.",Negative,Hate,"['network', 'biased', 'biased', 'favor', 'duterte', 'ball', ""bongbong's"", 'court', 'beginning', 'yet', 'look', 'struggle', 'imagine', 'pangulo', 'yang', 'tangang', 'yan']"
"@_katrinadomingo Your Pink Dilawan is Bully,Goodluck.God First.Praying Isko Moreno Domagoso.Victory on May 2022.",Negative,Hate,"['pink', 'dilawan', 'bully,goodluck.god', 'first.praying', 'domagoso.victory']"
"We have to vote wisely choose PING LACSON. Alisin ang dapat alisin sa gobyerno mga magnanakaw ng kaban ng bayan.
#ChoosePing
#5PresidentePingLacson
#LacsonMostQualifiedPresident
#PiliPinasDebates2022 https://t.co/nMyzySfjvm",Negative,Hate,"['vote', 'wisely', 'choose', 'alisin', 'alisin', 'gobyerno', 'magnanakaw', 'kaban', 'bayan']"
"I beg to differ!

Leni Robredo as the so-called Ina of her supporters 
created monsters and they call themselves toxic kakampinks. 

Imagine if she wins - hindi malayong mag magpatayan. https://t.co/m654H7SbLM",Negative,Hate,"['beg', 'differ', 'so-called', 'ina', 'supporters', 'created', 'monsters', 'call', 'toxic', 'kakampinks', 'imagine', 'wins', 'malayong', 'magpatayan']"
"makapagsabi na duwag yung apat, eh di nga maka sagot nang maayos yang idol niyo eh. dami niya na sinabi then binawi HAHAHAHAHAHAHA

btw starting to like Ernie Abella, very cool person",Negative,Hate,"['makapagsabi', 'duwag', 'yung', 'eh', 'di', 'nga', 'maka', 'sagot', 'nang', 'maayos', 'yang', 'idol', 'niyo', 'eh', 'dami', 'sinabi', 'binawi', 'hahahahahahaha', 'btw', 'starting', 'like', 'cool', 'person']"
"@23ajk123 Kasi kahit anong perspektibo ang nakita ko ang binoto nyo ang mahina lider na kahit sa perspective ng DDS, mali. Diba iboboto niyo si BBM, hindi si Ferdinand Marcos? Walang nagawa si bongbong now and soon kaya kung gusto niyo talaga Leni-Sara nalang po for the future of the PH.",Negative,Hate,"['kasi', 'anong', 'perspektibo', 'binoto', 'nyo', 'mahina', 'lider', 'perspective', 'dds', 'mali', 'diba', 'iboboto', 'niyo', 'si', 'bbm', 'si', 'ferdinand', 'nagawa', 'si', 'soon', 'niyo', 'talaga', 'leni-sara', 'nalang', 'po', 'future', 'ph']"
"There’s a lot of people in the government position that is qualified with the same professional qualities with Leni Robredo, you can show to the world she’s the most qualified, but that is NOT THE BASIS to make this country great, again. 

#BBMSARA2022 🇵🇭",Negative,Hate,"[""there's"", 'lot', 'people', 'government', 'position', 'qualified', 'professional', 'qualities', 'show', 'world', 'qualified', 'basis', 'make', 'country', 'great']"
"SMNI DEBATES MATTER
#GoBBMforSMNI 
#SMNIpresidentialdebate 
#LENIDUWAG 
#LeniMasDuwag 
#LeniTangaSaLahat

Go Ka Leody
Norberto Gonzales
Abella
Marcos Jr.

Nice Debate! Hindi biased! 
Shunga nyo Leni, Isko, Lacson at Manny! Mga Duwag! 

NO TO NPA! 😡 https://t.co/cxcsSb5sFr",Negative,Hate,"['smni', 'debates', 'matter', 'nice', 'debate', 'biased', 'shunga', 'nyo', 'duwag', 'npa']"
"""Ako yung number one na tinitira ng disinformation at ang number one na nakikinabang sa disinformation ay si Mr. Marcos."" - Leni Robredo

and fanatics are enjoyed 🤣",Negative,Hate,"['yung', 'number', 'one', 'tinitira', 'disinformation', 'number', 'one', 'nakikinabang', 'disinformation', 'si', 'mr', 'fanatics', 'enjoyed']"
I’m so frustrated with my friends help hahahha wala daw ambag si leni robredo as a vice eh palagi ko naman shinashare sa fb mga ambag niya ayaw lang basahin ampota,Negative,Hate,"[""i'm"", 'frustrated', 'friends', 'help', 'hahahha', 'wala', 'daw', 'ambag', 'si', 'vice', 'eh', 'palagi', 'naman', 'shinashare', 'fb', 'ambag', 'ayaw', 'lang', 'basahin', 'ampota']"
"Dear @barrygutierrez3,

Ang karuwagan niyo ang magpapatalo kay VP Leni. Kahit mag-game theory ka pa, beneficial kay VP Leni ang maghabla sa mga nagpapakalat ng red propaganda. Ang tigas ng ulo niyo.

“Bongbong Marcos will never sleep with the enemies of the state. Never.”

--Sara",Negative,Hate,"['dear', 'karuwagan', 'niyo', 'magpapatalo', 'kay', 'vp', 'mag-game', 'theory', 'beneficial', 'kay', 'vp', 'maghabla', 'nagpapakalat', 'propaganda', 'tigas', 'ulo', 'niyo', 'never', 'sleep', 'enemies', 'state', 'never', 'sara']"
"Vice President Leni Robredo hits the late dictator’s son Ferdinand Marcos Jr after his camp claimed she planted supporters to act as if they were paid to attend her rival’s rallies. #PHVote #WeDecide #PHVoteRobredo 

https://t.co/fxHJjeqemp https://t.co/cJou5Wnt58",Negative,Hate,"['vice', 'president', 'hits', 'late', ""dictator's"", 'ferdinand', 'camp', 'claimed', 'planted', 'supporters', 'act', 'paid', 'attend', ""rival's"", 'rallies']"
"Kapag hindi nanalo si Leni Robredo ngayong election mangingibang bansa talaga ako, walang magandang buhay sa Pinas sa walang maayos na plataporma.",Negative,Hate,"['nanalo', 'si', 'ngayong', 'election', 'mangingibang', 'bansa', 'talaga', 'magandang', 'buhay', 'pinas', 'maayos', 'plataporma']"
@mmagnifyinglens @maracepeda Pilipinas ung talo pag si BBM ung manalo. https://t.co/l8isxb7pDw,Negative,Hate,"['pilipinas', 'ung', 'talo', 'pag', 'si', 'bbm', 'ung', 'manalo']"
"SMNI DEBATES MATTER
#GoBBMforSMNI 
#SMNIpresidentialdebate 
#LENIDUWAG 

Go Ka Leody
Norberto Gonzales
Abella

Nice Debate! Hindi biased! 
Shunga nyo Leni, Isko, Lacson at Manny! 🙉🙈🙊😂🤣😅",Negative,Hate,"['smni', 'debates', 'matter', 'nice', 'debate', 'biased', 'shunga', 'nyo']"
@renzohh_ @smninews mas bobo ho si leni robredo 🤣🤣🤣🤪🤪 at hello gusto din namin na supporters nya wag sya umattend sa kahit anong debate kaya bias sila kay BBM 🤪🤪🤪 at bakit pa sya aattend dun? mas kaila gan ng ibang kandidato yun para naman tumaas boto nila.sila sila nalang 🤣🤣🤣,Negative,Hate,"['mas', 'bobo', 'ho', 'si', 'hello', 'supporters', 'nya', 'wag', 'sya', 'umattend', 'anong', 'debate', 'bias', 'kay', 'bbm', 'sya', 'aattend', 'dun', 'mas', 'kaila', 'gan', 'ibang', 'kandidato', 'yun', 'naman', 'tumaas', 'boto', 'nila.sila', 'nalang']"
"Isang korap na politiko (Isko Moreno) at isang kakampi ng mga komunista (Leni Robredo). Kanino kayo papanig? 
#boybentaisko
#kaylenipataytayo https://t.co/KMnVw12p5q",Negative,Hate,"['korap', 'politiko', 'kakampi', 'komunista', 'kayo', 'papanig']"
NEVER. Ka mag tagumpay LENI ROBREDO   Khit mag sabwatan pa kayo ng America…  it’s for BONGBONG MARCOS now…. Wala ka na magagawa.. please bigyan mo ng Respeto ang SARILI MO..   na duwag ka s Debate  .. kase walang  Advance Question 😂..   uminom ka Gamot  LUTANG,Negative,Hate,"['never', 'tagumpay', 'khit', 'sabwatan', 'kayo', 'america', 'wala', 'magagawa', 'please', 'bigyan', 'respeto', 'duwag', 'debate', 'kase', 'advance', 'question', 'uminom', 'gamot', 'lutang']"
"You have to give it to Faisal Mangondato for showing up again in another round of debates. As for the supposedly frontrunner Marcos Jr., well he chickened out as predicted. #Halalan2022",Negative,Hate,"['give', 'showing', 'another', 'round', 'debates', 'supposedly', 'frontrunner', 'well', 'chickened', 'predicted']"
reactionary electoral circus in the philippines | the leadership of the iglesia ni cristo formally endorses the candidacies of the fascist-bourgeois bongbong marcos and sara duterte to its 2.6 mln members. https://t.co/kR7LBgIXfv,Negative,Hate,"['reactionary', 'electoral', 'circus', 'philippines', 'leadership', 'iglesia', 'cristo', 'formally', 'endorses', 'candidacies', 'fascist-bourgeois', 'sara', 'duterte', 'mln', 'members']"
"to all Filipinos, please just fucking please vote wisely and DO NOT WASTE  Leni Robredo and Kiko Pangilinan. Don't ever try bragging them with your downfall. Know the ones who is true and ready.",Negative,Hate,"['filipinos', 'please', 'fucking', 'please', 'vote', 'wisely', 'waste', 'kiko', 'pangilinan', 'ever', 'try', 'bragging', 'downfall', 'know', 'ones', 'true', 'ready']"
"sa maraming bansa ang pink ribbon : ay simbolo ng cancer awareness month.

sa pilipinas : leni robredo. 

nakakalungkot ginamit ang simbolong ito para sa sariling kapakanan. Yan ba ang women empowerment???",Negative,Hate,"['maraming', 'bansa', 'pink', 'ribbon', 'simbolo', 'cancer', 'awareness', 'month', 'pilipinas', 'nakakalungkot', 'ginamit', 'simbolong', 'sariling', 'kapakanan', 'yan', 'ba', 'women', 'empowerment']"
"Lutang na lutang talaga

Tunay na ekonomista ngunit hindi alam ang pagkakaiba ng national debt sa foreign debt

Lutang sa katapatan ngunit sinungaling at walang isang salita. 

ping lacson &amp; abella for this debate/forum.. 🇵🇭🇵🇭🇵🇭",Negative,Hate,"['lutang', 'lutang', 'talaga', 'tunay', 'ekonomista', 'ngunit', 'alam', 'pagkakaiba', 'national', 'debt', 'foreign', 'debt', 'lutang', 'katapatan', 'ngunit', 'sinungaling', 'salita', 'amp', 'debate/forum']"
"@heynikkipoo BAHAHHA if they think Leni Robredo winning is a problem but dont see the problems US is currently facing welp they truly are BLIND im just gonna assume they're most likely going to the US
Pero diba At least the supporters are ALLOWED in the US unlike their Candidate BANNED 💀",Negative,Hate,"['bahahha', 'think', 'winning', 'problem', 'dont', 'see', 'problems', 'us', 'currently', 'facing', 'welp', 'truly', 'blind', 'im', 'gonna', 'assume', ""they're"", 'likely', 'going', 'us', 'diba', 'least', 'supporters', 'allowed', 'us', 'unlike', 'candidate', 'banned']"
"@shihtzuyam there is so much information out there. 
if they are happy - is it because they are brainwashed or complicit in the evil?
https://t.co/zdtfuZmHT4

https://t.co/OtVgPe2L88

https://t.co/8v5aO1ZwM8.

https://t.co/7aaORwucCV",Negative,Hate,"['much', 'information', 'happy', 'brainwashed', 'complicit', 'evil']"
"Sorry pero I think may problema sa mga sumusuporta sa kagaya ni Marcos. Sarili nalang nila kinoconvince nila na qualified sya para maging presidente. Bulag bulagan sa mga red flags. Kahet ata sabihen ni Bongbong na sya si Son Goku, ang Dakilang Saiyan, paniniwalaan. BYE. I CAN'T https://t.co/laFw2sD00Z",Negative,Hate,"['sorry', 'think', 'problema', 'sumusuporta', 'kagaya', 'nalang', 'kinoconvince', 'qualified', 'sya', 'presidente', 'bulag', 'bulagan', 'flags', 'kahet', 'ata', 'sabihen', 'sya', 'si', 'goku', 'dakilang', 'saiyan', 'paniniwalaan', 'bye', ""can't""]"
"Asus! Wala nga si Mr. Marcos sa #PilipinasDebates2022  i-trend ninyo pa rin. Challenge! Campaign without mentioning Mr. Marcos.
Ask w/out asking Bongbong Marcos or even Duterte.

#TELRFINALE
#TELenLenRoseFinale
#LENLENloser
VICTORY BBMSARA
#MarikinaForUNITEAM",Negative,Hate,"['asus', 'wala', 'nga', 'si', 'mr', 'i-trend', 'ninyo', 'rin', 'challenge', 'campaign', 'without', 'mentioning', 'mr', 'ask', 'w/out', 'asking', 'even', 'duterte', 'victory', 'bbmsara']"
@ArielLadaga @coresheki @diwata48_ chill ba yung nagiispam ng Video ni kandidato mo sa mga tweets na related kay Presidential Candidate Leni Robredo?,Negative,Hate,"['chill', 'ba', 'yung', 'nagiispam', 'video', 'kandidato', 'tweets', 'related', 'kay', 'presidential', 'candidate']"
"Leni is faking victory to justify cheating 
-Norberto Gonzales

Boom!!!",Negative,Hate,"['faking', 'victory', 'justify', 'cheating', 'boom']"
"When national leaders are misogynists, female opposition candidates are more likely to be belittled, sexualized, and disrespected. #PHVote #WeDecide 

Read this #FactsFirstPH study by Gaby Baizas: https://t.co/bnK7jJGr8z",Negative,Hate,"['national', 'leaders', 'misogynists', 'female', 'opposition', 'candidates', 'likely', 'belittled', 'sexualized', 'disrespected', 'read', 'study', 'gaby', 'baizas']"
"""Sana ol namumuhay ng karang-yaan pero kapag kailangan kayo ng bayan doon na kayo magbulag-bulagan at magbingi-bingihan."" 

yan ang sana ol ko sayo, Ping Lacson. Parang si Ninoy Aquino lang imbes noon na kailangan siya ng mga pamilyang namatayan sa Saf 44+",Negative,Hate,"['sana', 'ol', 'namumuhay', 'karang-yaan', 'kayo', 'bayan', 'kayo', 'magbulag-bulagan', 'magbingi-bingihan', 'yan', 'sana', 'ol', 'sayo', 'parang', 'si', 'ninoy', 'aquino', 'lang', 'imbes', 'pamilyang', 'namatayan', 'saf']"
"Leni Robredo, the sole female presidential candidate of the Philippines, refusing to support legalizing divorce is SO anti feminist. A woman should have the right to choose to leave a situation that makes her unhappy and keeping the law oppresses women #LeniRobredo",Negative,Hate,"['sole', 'female', 'presidential', 'candidate', 'philippines', 'refusing', 'support', 'legalizing', 'divorce', 'anti', 'feminist', 'woman', 'right', 'choose', 'leave', 'situation', 'makes', 'unhappy', 'keeping', 'law', 'oppresses', 'women']"
Sino ba kasi si Leni ROBREDO. Sa totoo langmaski kayong mga kakampucha nakilala nyo lang si Leni nung tumakbong VP noong 2016. Pero kung hindi siya tumakbong VP…HINDI SIYA KILALA AND NEVER KO NARINIG ANG NAME NIYA NA ISANG MAGALING NA LAWYER AT EKONOMISTA. Wala siyang bilang….,Negative,Hate,"['ba', 'kasi', 'si', 'totoo', 'langmaski', 'kayong', 'kakampucha', 'nakilala', 'nyo', 'lang', 'si', 'nung', 'tumakbong', 'vp', 'noong', 'tumakbong', 'vp...hindi', 'kilala', 'never', 'narinig', 'name', 'magaling', 'lawyer', 'ekonomista', 'wala', 'siyang']"
"Isang malutong na tangeeeeeeena mo!
 Leni Robredo, try to be number 1 muna https://t.co/Wr4dWIE6qW",Negative,Hate,"['malutong', 'tangeeeeeeena', 'try', 'number', 'muna']"
Filipino libs wonder why the masses dislike Leni Robredo when they said she hasn’t done anything. That’s exactly it. She is a do nothing VP who continously bashed a very popular president. Whatever program she claimed to have done no one felt any benefit./1,Negative,Hate,"['filipino', 'libs', 'wonder', 'masses', 'dislike', 'said', 'done', 'anything', ""that's"", 'exactly', 'nothing', 'vp', 'continously', 'bashed', 'popular', 'president', 'whatever', 'program', 'claimed', 'done', 'one', 'felt', 'benefit']"
Nakakaloka ang debate…  Abella ok mga sagot at s BBM….  Paano pa kaya kung andun si Lutang… LENI ROBREDO… mas masaya malamang…,Negative,Hate,"['nakakaloka', 'debate', 'ok', 'sagot', 'bbm', 'andun', 'si', 'lutang', 'mas', 'masaya', 'malamang']"
ang nga kabataan bukag sa katotohanan at bukod tanging kaya ni Leni Robredo utuin at ibrain wash at paniwalain sa mga kasinungalingan ng kampo nila...kita naman d ba karamihan kabataan! San ba mga magulang ng mga to sana namn maging responsable kayo sa anak nyo napapariwara 😏 https://t.co/d0WbOy8Dgf,Negative,Hate,"['nga', 'kabataan', 'bukag', 'katotohanan', 'bukod', 'tanging', 'utuin', 'ibrain', 'wash', 'paniwalain', 'kasinungalingan', 'kampo', 'nila...kita', 'naman', 'ba', 'kabataan', 'san', 'ba', 'magulang', 'sana', 'namn', 'responsable', 'kayo', 'anak', 'nyo', 'napapariwara']"
Number 1 sa Red-tagging. Ang napaka marites na si Ping Lacson. Emz! Hahaha,Negative,Hate,"['number', 'red-tagging', 'marites', 'si', 'emz', 'hahaha']"
"@MamaHopia KAHIT ANONG GAWIN MONG PAGPAPALIT NG KULAY LENI ROBREDO,HINDI MO NA MAALIS O MA-ERASE SA INYONG KATAUHAN ANG PAGIGING DILAWAN,TATAK DILAWAN KA TALAGA,YUN YONG NAKATATAK NA RIN SA AMING ISIPAN BILANG MGA MAMAYAN AT MGA VOTERS.",Negative,Hate,"['anong', 'gawin', 'mong', 'pagpapalit', 'kulay', 'robredo,hindi', 'maalis', 'ma-erase', 'katauhan', 'pagiging', 'dilawan,tatak', 'dilawan', 'talaga,yun', 'yong', 'nakatatak', 'rin', 'isipan', 'mamayan', 'voters']"
"Isko slams Leni: ""Wag kayong malilinlang sa pagpapalitan ng kulay... Ang tanso, tubugin man ng ginto ay tanso pa rin. A fake leader with a fake color is a fake character.""

https://t.co/AXVvrUBfB8",Negative,Hate,"['slams', 'wag', 'kayong', 'malilinlang', 'pagpapalitan', 'kulay', 'tanso', 'tubugin', 'ginto', 'tanso', 'rin', 'fake', 'leader', 'fake', 'color', 'fake', 'character']"
"wala na tong si Isko, Ligwak na to cancel na tsk tsk wrong move ka jan, wala pang botohan nyan triggered kana kay Leni Robredo HAHAHAHAHA LT https://t.co/Idhu0kwXrH",Negative,Hate,"['wala', 'tong', 'si', 'ligwak', 'cancel', 'tsk', 'tsk', 'wrong', 'move', 'jan', 'wala', 'pang', 'botohan', 'nyan', 'triggered', 'kana', 'kay', 'hahahahaha', 'lt']"
Hindi Ekonomista so Bongbong Marcos! Kasinungalingan na naman ang ikakalat. https://t.co/bOiuMTa0PL,Negative,Hate,"['ekonomista', 'kasinungalingan', 'naman', 'ikakalat']"
"@PhilstarNews Beware of the ‘greedy monsters’ behind Leni Robredo. They are former government officials who made life terrible for many Filipinos. 

#NeverAgaintoLiberals/yellow turned Pink",Negative,Hate,"['beware', 'greedy', 'monsters', 'behind', 'former', 'government', 'officials', 'made', 'life', 'terrible', 'many', 'filipinos', 'turned', 'pink']"
"May bago na ngaun.
Fake News Absorber
1. Jose Montemayor Jr. https://t.co/h5BpbqIRwc",Negative,Hate,"['ngaun', 'fake', 'news', 'absorber']"
"Once again,

#10 Leni Robredo — President
#7 Kiko Pangilinan — Vice President

#LeniKiko2022 🌸
#LeniKikoAllTheWay2022 🌸
#WeDecide",Negative,Hate,"['president', 'kiko', 'pangilinan', 'vice', 'president']"
bbm’s baliw sa bare minimum not bongbong marcos😩,Negative,Hate,"[""bbm's"", 'baliw', 'bare', 'minimum']"
"@jerstrucked Hahahahaha pinoy eh. Either way its the same. Kung sino man ang iendorso ng INC na manok nila sure ako may mag didiwang eh 🤣🤣🤣 #PinoyCulture 

Kung si Ping Lacson inendorso nila makiki celebrate ako eh 🤣🤣🤣 im sure pinklawans din will do the same 🤷 unfortunately BBM/SARA 🤷",Negative,Hate,"['hahahahaha', 'pinoy', 'eh', 'either', 'way', 'iendorso', 'inc', 'manok', 'sure', 'didiwang', 'eh', 'si', 'inendorso', 'makiki', 'celebrate', 'eh', 'im', 'sure', 'pinklawans', 'unfortunately', 'bbm/sara']"
putangina mo jon/vic rem/ulla kapag hindi dumaan si leni robredo sa cavite pupuntahan ka ng lahat ng mga kaluluwa sa mga palengkeng sinunog niyo,Negative,Hate,"['putangina', 'jon/vic', 'rem/ulla', 'dumaan', 'si', 'cavite', 'pupuntahan', 'kaluluwa', 'palengkeng', 'sinunog', 'niyo']"
@USDImplosion @lenirobredo @mariaressa anong change topic? hahaha bobo. alam mo ba kung saang post ka sumagot? sa leni robredo maria ressa post. tanga hahaha,Negative,Hate,"['anong', 'change', 'topic', 'hahaha', 'bobo', 'alam', 'ba', 'saang', 'post', 'sumagot', 'maria', 'ressa', 'post', 'tanga', 'hahaha']"
"if bongbong marcos will win this election, then i will admit that i did not do my research well. i will admit that i did not trust him, that i doubted him. but if he fails as a leader, I will never stop criticizing him and blame y'all for not voting for the right leader.",Negative,Hate,"['win', 'election', 'admit', 'research', 'well', 'admit', 'trust', 'doubted', 'fails', 'leader', 'never', 'stop', 'criticizing', 'blame', ""y'all"", 'voting', 'right', 'leader']"
"“puppet si leni ng aquinos”

and bongbong marcos is a puppet of his own mother. do your research. he wanted to do other things before his father made him switch to politics because that’s apparently where the money is. he’s only running so the marcoses can gain power again.",Negative,Hate,"['puppet', 'si', 'aquinos', 'puppet', 'mother', 'research', 'wanted', 'things', 'father', 'made', 'switch', 'politics', ""that's"", 'apparently', 'money', ""he's"", 'running', 'marcoses', 'gain', 'power']"
"Leni Robredo,Isko Moreno and specially MannyPacquiao really dodges a big bullet from Clarita Carlos. sa tingin ko Lacson can survive this questions.Manny really got lucky about this you really a boxer.Isko we know his capacity.And finally Leni..forget it.
#SMNIpresidentialdebate",Negative,Hate,"['robredo,isko', 'specially', 'mannypacquiao', 'really', 'dodges', 'big', 'bullet', 'clarita', 'carlos', 'tingin', 'survive', 'questions.manny', 'really', 'got', 'lucky', 'really', 'boxer.isko', 'know', 'capacity.and', 'finally', 'leni..forget']"
"Bongbong Marcos, historical baggage and a race for the Philippine presidency https://t.co/PzcQgp4lod https://t.co/iCeVqdKna7",Negative,Hate,"['historical', 'baggage', 'race', 'philippine', 'presidency']"
"Andy Vermaut shares:Philippine presidential race tests Filipinos' belief in democracy, but surveys show 1 in 2 voters prefer dictator's son https://t.co/GX35pQi9hg Thank you. https://t.co/FZxebzZHUO",Negative,Hate,"['andy', 'vermaut', 'shares:philippine', 'presidential', 'race', 'tests', 'filipinos', 'belief', 'democracy', 'surveys', 'show', 'voters', 'prefer', ""dictator's"", 'thank']"
Ano na Ka Leody Walang Laman ang sinasabi mo Ikot ikot parang Male Version ni Leni Robredo to #MarcosParin https://t.co/Qjog4hAL55,Negative,Hate,"['laman', 'sinasabi', 'ikot', 'ikot', 'parang', 'male', 'version']"
Myghaaddddd! 4 days to go na lang until majority of Filipinos flushes Leni Robredo sa inidoro. Soooo excitttedddd!!!!,Negative,Hate,"['myghaaddddd', 'days', 'lang', 'majority', 'filipinos', 'flushes', 'inidoro', 'soooo', 'excitttedddd']"
"@yorkie216 @PhilstarNews ang kurakot tinatago ang mga kinurakot. si vp leni very transparent sa gastos na all above board, ang mga gastos sa ads ay sa mga volunteers. unlike jr. na gamit ang perang nakaw. ginagamit para sa trolls, mga kumpanya, etc. para sa kanyang machinery. https://t.co/UusOYMFXN6",Negative,Hate,"['kurakot', 'tinatago', 'kinurakot', 'si', 'vp', 'transparent', 'gastos', 'board', 'gastos', 'ads', 'volunteers', 'unlike', 'gamit', 'perang', 'nakaw', 'ginagamit', 'trolls', 'kumpanya', 'etc', 'machinery']"
"@JadeTheVirgin @jaicabajar Inuna ang sariling ambisyon rather than seizing this opportunity to demonstrate his suitability for the highest position, sa totoo lang bravo sa inyo mga uto-uto kasi dinedepensahan niyo siya, kaso di kayo kayang ipagtanggol niya 😭😭
+ Comelec
https://t.co/q0VG8s3cL7",Negative,Hate,"['inuna', 'sariling', 'ambisyon', 'rather', 'seizing', 'opportunity', 'demonstrate', 'suitability', 'highest', 'position', 'totoo', 'lang', 'bravo', 'inyo', 'uto-uto', 'kasi', 'dinedepensahan', 'niyo', 'kaso', 'di', 'kayo', 'kayang', 'ipagtanggol', 'comelec']"
"kung mag-sisinungaling lang naman si bongbong marcos buong election edi sana ginalingan nya na, eh ang kaso public speaking pa lang bagsak na bagsak na sya, paano pa sya makakapag-sinungaling nyan.",Negative,Hate,"['mag-sisinungaling', 'lang', 'naman', 'si', 'buong', 'election', 'edi', 'sana', 'ginalingan', 'nya', 'eh', 'kaso', 'public', 'speaking', 'lang', 'bagsak', 'bagsak', 'sya', 'sya', 'makakapag-sinungaling', 'nyan']"
"Leni Robredo is a traitor to his Liberal Party who made her Vice President. If she is such a person, we cannot rely on her sincerity",Negative,Hate,"['traitor', 'liberal', 'party', 'made', 'vice', 'president', 'person', 'cannot', 'rely', 'sincerity']"
